Acta Appl. Math. = Acta Applicandae Mathematicae. An International Survey Journal on Applying Mathematics and Mathematical Applications
Acta Arith. = Acta Arithmetica
Acta Automat. Sinica = Acta Automatica Sinica. Zidonghua Xuebao
Acta Cienc. Indica Math. = Acta Ciencia Indica. Mathematics
Acta Cient. Venezolana = Acta Cientifica Venezolana. Asociacion Venezolana para el Avance de la Ciencia
Acta Comment. Univ. Tartu. Math. = Acta et Commentationes Universitatis Tartuensis de Mathematica
Acta Crystallogr. Sect. A = Acta Crystallographica. Section A. Foundations of Crystallography
Acta Cybernet. = Acta Cybernetica
Acta Hist. Sci. Nat. Med. Edidit Bibl. Univ. Haun. = Acta Historica Scientiarum Naturalium et Medicinalium Edidit Biblioteca Universitatis Hauniensis
Acta Inform. = Acta Informatica
Acta Math. = Acta Mathematica
Acta Math. Acad. Paedagog. Nyhazi. (N.S.) = Acta Mathematica. Academiae Paedagogicae Nyiregyhaziensis. New Series
Acta Math. Appl. Sin. = Acta Mathematicae Applicatae Sinica. Yingyong Shuxue Xuebao
Acta Math. Appl. Sin. Engl. Ser. = Acta Mathematicae Applicatae Sinica. English Series
Acta Math. Hungar. = Acta Mathematica Hungarica
Acta Math. Inform. Univ. Ostraviensis = Acta Mathematica et Informatica Universitatis Ostraviensis
Acta Math. Sci. Ser. A Chin. Ed. = Acta Mathematica Scientia. Series A. Shuxue Wuli Xuebao. Chinese Edition
Acta Math. Sci. Ser. B Engl. Ed. = Acta Mathematica Scientia. Series B. English Edition
Acta Math. Sin. (Engl. Ser.) = Acta Mathematica Sinica (English Series)
Acta Math. Sinica (Chin. Ser.) = Acta Mathematica Sinica. Chinese Series
Acta Math. Univ. Comenian. (N.S.) = Acta Mathematica Universitatis Comenianae. New Series
Acta Math. Univ. Ostrav. = Acta Mathematica Universitatis Ostraviensis
Acta Math. Vietnam. = Acta Mathematica Vietnamica
Acta Mech. Sin. = Acta Mechanica Sinica
Acta Mech. Sin. Engl. Ser. = Acta Mechanica Sinica. English Series. The Chinese Society of Theoretical and Applied Mechanics
Acta Mech. Sinica (Beijing) = Acta Mechanica Sinica. Lixue Xuebao
Acta Numer. = Acta Numerica
Acta Phys. Polon. B = Jagellonian University. Institute of Physics. Acta Physica Polonica B
Acta Phys. Sinica = Acta Physica Sinica. Wuli Xuebao
Acta Polytech. Scand. Math. Comput. Ser. = Acta Polytechnica Scandinavica. Mathematics and Computing Series
Acta Sci. Math. (Szeged) = Acta Universitatis Szegediensis. Acta Scientiarum Mathematicarum
Acta Sci. Natur. Univ. Sunyatseni = Acta Scientiarum Naturalium Universitatis Sunyatseni. Zhongshan Daxue Xuebao. Ziran Kexue Ban
Acta Tech. CSAV = Acta Technica CSAV
Acta Univ. Apulensis Math. Inform. = Acta Universitatis Apulensis. Mathematics. Informatics
Acta Univ. Carolin. Math. Phys. = Acta Universitatis Carolinae. Mathematica et Physica
Acta Univ. Lodz. Folia Philos. = Acta Universitatis Lodziensis. Folia Philosophica
Acta Univ. M. Belii Ser. Math. = Acta Universitatis Matthiae Belii. Natural Science Series. Series Mathematics
Acta Univ. Oulu. Ser. A Sci. Rerum Natur. = Acta Universitatis Ouluensis. Series A. Scientiae Rerum Naturalium
Acta Univ. Palack. Olomuc. Fac. Rerum Natur. Math. = Acta Universitatis Palackianae Olomucensis. Facultas Rerum Naturalium. Mathematica
Acta Universitatis Conimbrigensis = Acta Universitatis Conimbrigensis
Acta Wasaensia = Acta Wasaensia
Acta Wasaensia. Math. = Acta Wasaensia. Mathematics
Actualites Math. = Actualites Mathematiques
Adapt. Learn. Syst. Signal Process. Commun. Control = Adaptive and Learning Systems for Signal Processing, Communications, and Control
Adv. Appl. Clifford Algebr. = Advances in Applied Clifford Algebras
Adv. Appl. Clifford Algebras = Advances in Applied Clifford Algebras
Adv. Appl. Stat. = Advances and Applications in Statistics
Adv. Bound. Elem. = Advances in Boundary Elements
Adv. Complex Anal. Appl. = Advances in Complex Analysis and its Applications
Adv. Complex Syst. = Advances in Complex Systems. A Multidisciplinary Journal
Adv. Comput. Econom. = Advances in Computational Economics
Adv. Comput. Manag. Sci. = Advances in Computational Management Science
Adv. Comput. Math. = Advances in Computational Mathematics
Adv. Comput. Theory Pract. = Advances in Computation: Theory and Practice
Adv. Courses Math. CRM Barcelona = Advanced Courses in Mathematics. CRM Barcelona
Adv. Damage Mech. = Advances in Damage Mechanics
Adv. Des. Control = Advances in Design and Control
Adv. Difference Equ. = Advances in Difference Equations
Adv. Differential Equations = Advances in Differential Equations
Adv. Discrete Math. Appl. = Advances in Discrete Mathematics and Applications
Adv. Econom. = Advances in Econometrics
Adv. Exp. Med. Biol. = Advances in Experimental Medicine and Biology
Adv. Fluid Mech. = Advances in Fluid Mechanics
Adv. Geom. = Advances in Geometry
Adv. Ind. Control = Advances in Industrial Control
Adv. Inf. Secur. = Advances in Information Security
Adv. Lectures Math. = Advanced Lectures in Mathematics
Adv. Log. = Advances in Logic
Adv. Math. = Advances in Mathematics
Adv. Math. (Beijing/Boston) = Advanced Mathematics (Beijing/Boston)
Adv. Math. (China) = Advances in Mathematics (China). Shuxue Jinzhan
Adv. Math. (Springer) = Advances in Mathematics (Springer)
Adv. Math. Econ. = Advances in Mathematical Economics
Adv. Math. Fluid Mech. = Advances in Mathematical Fluid Mechanics
Adv. Math. Res. = Advances in Mathematics Research
Adv. Math. Sci. = Advances in the Mathematical Sciences
Adv. Math. Sci. Appl. = Advances in Mathematical Sciences and Applications
Adv. Mech. Math. = Advances in Mechanics and Mathematics
Adv. Nat. Comput. = Advances in Natural Computation
Adv. Nonlinear Stud. = Advanced Nonlinear Studies
Adv. Nonlinear Var. Inequal. = Advances in Nonlinear Variational Inequalities. An International Journal
Adv. Partial Differ. Equ. (Basel) = Advances in Partial Differential Equations (Basel)
Adv. Ser. Math. Phys. = Advanced Series in Mathematical Physics
Adv. Ser. Math. Psychol. = Advanced Series on Mathematical Psychology
Adv. Ser. Nonlinear Dynam. = Advanced Series in Nonlinear Dynamics
Adv. Ser. Ocean Eng. = Advanced Series on Ocean Engineering
Adv. Soft Comput. = Advances in Soft Computing
Adv. Spat. Sci. = Advances in Spatial Science
Adv. Stud. Contemp. Math. = Advanced Studies in Contemporary Mathematics
Adv. Stud. Contemp. Math. (Kyungshang) = Advanced Studies in Contemporary Mathematics (Kyungshang). Memoirs of the Jangjeon Mathematical Society
Adv. Stud. Pure Math. = Advanced Studies in Pure Mathematics
Adv. Stud. Theoret. Appl. Econometrics = Advanced Studies in Theoretical and Applied Econometrics
Adv. Textb. Control Signal Process. = Advanced Textbooks in Control and Signal Processing
Adv. Texts Econometrics = Advanced Texts in Econometrics
Adv. Texts Phys. = Advanced Texts in Physics
Adv. Theor. Econ. = Advances in Theoretical Economics
Adv. Theor. Math. Phys. = Advances in Theoretical and Mathematical Physics
Adv. Theory Comput. Math. = Advances in the Theory of Computational Mathematics
Adv. Theory Spec. Funct. Orthogonal Polynomials = Advances in the Theory of Special Functions and Orthogonal Polynomials
Adv. in Appl. Math. = Advances in Applied Mathematics
Adv. in Appl. Probab. = Advances in Applied Probability
Aequationes Math. = Aequationes Mathematicae
Aesthetik = Aesthetik
Afr. Diaspora J. Math. = African Diaspora Journal of Mathematics
Afrika Mat. (3) = Afrika Matematika. Journal of the African Mathematical Union. Journal de l'Union Mathematique Africaine. Serie 3
Agyptol. Abh. = Agyptologische Abhandlungen
Akad. Stud. Vortr. = Akademische Studien & Vortrage
Alber Studienausg. = Alber Studienausgabe
Algebr. Appl. = Algebras and Applications
Algebr. Geom. Topol. = Algebraic & Geometric Topology
Algebr. Represent. Theory = Algebras and Representation Theory
Algebra = Algebra
Algebra Colloq. = Algebra Colloquium
Algebra Discrete Math. = Algebra and Discrete Mathematics
Algebra Geom. Appl. Semin. Proc. = Algebra, Geometry & Their Applications. Seminar Proceedings
Algebra Logic = Algebra and Logic
Algebra Logika = Algebra i Logika. Institut Diskretnoi Matematiki i Informatiki
Algebra Universalis = Algebra Universalis
Algebra i Analiz = Rossiiskaya Akademiya Nauk. Algebra i Analiz
Algebras Groups Geom. = Algebras, Groups and Geometries
Algorithmica = Algorithmica. An International Journal in Computer Science
Algorithms Combin. = Algorithms and Combinatorics
Algorithms Comput. Math. = Algorithms and Computation in Mathematics
Aligarh Bull. Math. = The Aligarh Bulletin of Mathematics
Aligarh J. Statist. = The Aligarh Journal of Statistics
Alkalmaz. Mat. Lapok = Alkalmazott Matematikai Lapok
Allg. Stat. Arch. = Allgemeines Statistisches Archiv. AStA. Journal of the German Statistical Society
Amer. J. Math. = American Journal of Mathematics
Amer. J. Math. Management Sci. = American Journal of Mathematical and Management Sciences
Amer. J. Phys. = American Journal of Physics
Amer. Math. Monthly = The American Mathematical Monthly
Amer. Math. Soc. Colloq. Publ. = American Mathematical Society Colloquium Publications
Amer. Math. Soc. Transl. Ser. 2 = American Mathematical Society Translations, Series 2
Amer. Statist. = The American Statistician
Amst. Stud. Theory Hist. Linguist. Sci. Ser. IV Curr. Issues Linguist. Theory = Amsterdam Studies in the Theory and History of Linguistic Science. Series IV: Current Issues in Linguistic Theory
An. Acad. Brasil. Cienc. = Anais da Academia Brasileira de Ciencias
An. Stiint. Univ. Al. I. Cuza Iasi Inform. (N.S.) = Analele Stiintifice ale Universitatii ``Alexandru Ioan Cuza'' din Iasi. Informatica. Serie Noua
An. Stiint. Univ. Al. I. Cuza Iasi. Mat. (N.S.) = Analele Stiintifice ale Universitatii ``Al. I. Cuza'' din Iasi. Serie Noua. Matematica
An. Stiint. Univ. Ovidius Constanta Ser. Mat. = Universitatii ``Ovidius'' Constanta. Analele Stiintifice. Seria Matematica
An. Univ. Bucuresti Mat. = Analele Universitatii Bucuresti. Matematica
An. Univ. Bucuresti Mat. Inform. = Analele Universitatii Bucuresti. Matematica-Informatica
An. Univ. Craiova Ser. Mat. Inform. = Analele Universitatii din Craiova. Seria Matematica-Informatica
An. Univ. Oradea Fasc. Mat. = Analele Universitatii din Oradea. Fascicola Matematica
An. Univ. Timisoara Ser. Mat.-Inform. = Universitatii de vest din Timisoara. Analele. Seria Matematica-Informatica
Anal. Appl. (Singap.) = Analysis and Applications
Anal. Math. = Analysis Mathematica
Anal. Methods Spec. Funct. = Analytical Methods and Special Functions
Anal. Theory Appl. = Analysis in Theory and Applications
Analysis (Munich) = Analysis. International Mathematical Journal of Analysis and its Applications
Analysis (Oxford) = Analysis
Anc. Mediterr. Mediev. Texts Contexts = Ancient Mediterranean and Medieval Texts and Contexts
Ann. Acad. Sci. Fenn. Math. = Annales Academiae Scientiarium Fennicae. Mathematica
Ann. Acad. Sci. Fenn. Math. Diss. = Academiae Scientiarum Fennicae. Annales. Mathematica. Dissertationes
Ann. Appl. Probab. = The Annals of Applied Probability
Ann. Comb. = Annals of Combinatorics
Ann. Differential Equations = Annals of Differential Equations. Weifen Fangcheng Niankan
Ann. Discrete Math. = Annals of Discrete Mathematics
Ann. Fac. Sci. Toulouse Math. (6) = Annales de la Faculte des Sciences de Toulouse. Mathematiques. Serie 6
Ann. Fond. Louis de Broglie = Fondation Louis de Broglie. Annales
Ann. Global Anal. Geom. = Annals of Global Analysis and Geometry
Ann. Henri Poincare = Annales Henri Poincare. A Journal of Theoretical and Mathematical Physics
Ann. I.S.U.P. = Annales de l'I.S.U.P.
Ann. Inst. Fourier (Grenoble) = Universite de Grenoble. Annales de l'Institut Fourier
Ann. Inst. H. Poincare Anal. Non Lineaire = Annales de l'Institut Henri Poincare. Analyse Non Lineaire
Ann. Inst. H. Poincare Probab. Statist. = Annales de l'Institut Henri Poincare. Probabilites et Statistiques
Ann. Inst. Statist. Math. = Annals of the Institute of Statistical Mathematics
Ann. Internat. Soc. Dynam. Games = Annals of the International Society of Dynamic Games
Ann. Japan Assoc. Philos. Sci. = Annals of the Japan Association for Philosophy of Science
Ann. Mat. Pura Appl. = Annali di Matematica Pura ed Applicata
Ann. Math. Artif. Intell. = Annals of Mathematics and Artificial Intelligence
Ann. Math. Blaise Pascal = Annales Mathematiques Blaise Pascal
Ann. Math. Sil. = Annales Mathematicae Silesianae
Ann. Math. Univ. Sidi Bel Abbes = Annales de Mathematiques de l'Universite de Sidi Bel Abbes
Ann. New York Acad. Sci. = Annals of the New York Academy of Sciences
Ann. Oper. Res. = Annals of Operations Research
Ann. Phys. (8) = Annalen der Physik (8)
Ann. Physics = Annals of Physics
Ann. Polon. Math. = Annales Polonici Mathematici
Ann. Probab. = The Annals of Probability
Ann. Pure Appl. Logic = Annals of Pure and Applied Logic
Ann. Sc. Norm. Super. Pisa Cl. Sci. (5) = Annali della Scuola Normale Superiore di Pisa. Classe di Scienze. Serie V
Ann. Sci. Ecole Norm. Sup. (4) = Annales Scientifiques de l'Ecole Normale Superieure. Quatrieme Serie
Ann. Sci. Math. Quebec = Annales des Sciences Mathematiques du Quebec
Ann. Statist. = The Annals of Statistics
Ann. Univ. Ferrara Sez. VII (N.S.) = Annali dell'Universita di Ferrara. Nuova Serie. Sezione VII. Scienze Matematiche
Ann. Univ. Ferrara Sez. VII Sci. Mat. = Annali dell'Universita di Ferrara. Sezione VII. Scienze Matematiche
Ann. Univ. Mariae Curie-Sklodowska Sect. A = Annales Universitatis Mariae Curie-Sklodowska. Sectio A. Mathematica
Ann. Univ. Mariae Curie-Sklodowska Sect. AI Inform. = Annales Universitatis Mariae Curie-Sklodowska. Sectio AI. Informatica
Ann. Univ. Sarav. Ser. Math. = Annales Universitatis Saraviensis. Series Mathematicae
Ann. Univ. Sci. Budapest. Eotvos Sect. Math. = Annales Universitatis Scientiarum Budapestinensis de Rolando Eotvos Nominatae. Sectio Mathematica
Ann. Univ. Sci. Budapest. Sect. Comput. = Annales Universitatis Scientiarum Budapestinensis de Rolando Eotvos Nominatae. Sectio Computatorica
Ann. of Math. (2) = Annals of Mathematics. Second Series
Ann. of Math. Stud. = Annals of Mathematics Studies
Ann. of Sci. = Annals of Science
Anneli Lax New Math. Libr. = Anneli Lax New Mathematical Library
Annu. Rev. Fluid Mech. = Annual Review of Fluid Mechanics
Annuaire Univ. Sofia Fac. Math. Inform. = Godishnik na Sofiiskiya Universitet ``Sv. Kliment Okhridski''. Fakultet po Matematika i Informatika. Annuaire de l'Universite de Sofia ``St. Kliment Ohridski''. Faculte de Mathematiques et Informatique
Annuaire Univ. Sofia Fac. Phys. = Godishnik na Sofiiskiya Universitet ``Sv. Kliment Okhridski''. Fizicheski Fakultet. Annuaire de l'Universite de Sofia ``St. Kliment Ohridski''. Faculte de Physique
Antarct. J. Math. = Antarctica Journal of Mathematics
Anu. Filol. Univ. Barc. = Anuari de Filologia (Universitat de Barcelona)
Anwend.orientier. Stat. = Anwendungsorientierte Statistik
Anz. Osterreich. Akad. Wiss. Math.-Natur. Kl. = Osterreichische Akademie der Wissenschaften. Mathematisch-Naturwissenschaftliche Klasse. Anzeiger
Apeiron = Apeiron. A Journal for Ancient Philosophy and Science
Aportaciones Mat. = Aportaciones Matematicas
Aportaciones Mat. Comun. = Aportaciones Matematicas: Comunicaciones
Aportaciones Mat. Investig. = Aportaciones Matematicas: Investigacion
Aportaciones Mat. Textos = Aportaciones Matematicas: Textos
Appl. Algebra Engrg. Comm. Comput. = Applicable Algebra in Engineering, Communication and Computing
Appl. Anal. = Applicable Analysis. An International Journal
Appl. Appl. Math. = Applications and Applied Mathematics. An International Journal
Appl. Categ. Structures = Applied Categorical Structures. A Journal Devoted to Applications of Categorical Methods in Algebra, Analysis, Order, Topology and Computer Science
Appl. Comput. Harmon. Anal. = Applied and Computational Harmonic Analysis. Time-Frequency and Time-Scale Analysis, Wavelets, Numerical Algorithms, and Applications
Appl. Comput. Math. = Applied and Computational Mathematics. An International Journal
Appl. Gen. Topol. = Applied General Topology
Appl. Log. Ser. = Applied Logic Series
Appl. Math. = Applications of Mathematics
Appl. Math. (Warsaw) = Applicationes Mathematicae
Appl. Math. Comput. = Applied Mathematics and Computation
Appl. Math. E-Notes = Applied Mathematics E-Notes
Appl. Math. Inform. Mech. = Applied Mathematics, Informatics and Mechanics
Appl. Math. J. Chinese Univ. Ser. A = Applied Mathematics. A Journal of Chinese Universities. Series A. Gaoxiao Yingyong Shuxue Xuebao
Appl. Math. J. Chinese Univ. Ser. B = Applied Mathematics. A Journal of Chinese Universities. Ser. B
Appl. Math. Lett. = Applied Mathematics Letters. An International Journal of Rapid Publication
Appl. Math. Mech. = Applied Mathematics and Mechanics. Yingyong Shuxue he Lixue
Appl. Math. Mech. (English Ed.) = Applied Mathematics and Mechanics. English Edition
Appl. Math. Optim. = Applied Mathematics and Optimization. An International Journal with Applications to Stochastics
Appl. Math. Sci. = Applied Mathematical Sciences
Appl. Numer. Anal. Comput. Math. = ANACM. Applied Numerical Analysis and Computational Mathematics
Appl. Numer. Harmon. Anal. = Applied and Numerical Harmonic Analysis
Appl. Numer. Math. = Applied Numerical Mathematics. An IMACS Journal
Appl. Optim. = Applied Optimization
Appl. Probab. Index = Applied Probability. Complete Author and Subject Index: Journal of Applied Probability and Advances in Applied Probability
Appl. Psychol. Meas. = Applied Psychological Measurement
Appl. Sci. = APPS. Applied Sciences
Appl. Sci. Monogr. = Applied Sciences. Monographs
Appl. Stoch. Models Bus. Ind. = Applied Stochastic Models in Business and Industry
Appunti Corsi Tenuti Docenti Sc. = Appunti dei Corsi Tenuti da Docenti della Scuola
Appunti. Sc. Norm. Super. Pisa (N. S.) = Appunti. Scuola Normale Superiore di Pisa (Nuova Serie)
Arab Gulf J. Sci. Res. = Arab Gulf Journal of Scientific Research
Arab J. Math. Sci. = Arab Journal of Mathematical Sciences
Arab. J. Sci. Eng. Sect. A Sci. = The Arabian Journal for Science and Engineering. Section A. Sciences
Arab. J. Sci. Eng. Sect. B Eng. = The Arabian Journal for Science and Engineering. Section B. Engineering
Arab. J. Sci. Eng. Sect. C Theme Issues = The Arabian Journal for Science and Engineering. Section C. Theme Issues
Arabic Sci. Philos. = Arabic Sciences and Philosophy. A Historical Journal
Arb.ber. Inst. Inform. = Arbeitsberichte des Instituts fur Informatik
Arch. Comput. Methods Engrg. = Archives of Computational Methods in Engineering. State of the Art Reviews
Arch. Control Sci. = Archives of Control Sciences. Polish Academy of Sciences. Committee of Automatic Control and Robotics
Arch. Hist. Exact Sci. = Archive for History of Exact Sciences
Arch. Inequal. Appl. = Archives of Inequalities and Applications. An International Journal for Theory and Applications
Arch. Int. Hist. Idees = Archives Internationales d'Histoire des Idees
Arch. Int. Hist. Sci. = Archives Internationales d'Histoire des Sciences
Arch. Math. (Basel) = Archiv der Mathematik
Arch. Math. (Brno) = Universitatis Masarykianae Brunensis. Facultas Scientiarum Naturalium. Archivum Mathematicum
Arch. Math. Logic = Archive for Mathematical Logic
Arch. Mech. (Arch. Mech. Stos.) = Polish Academy of Sciences. Institute of Fundamental Technological Research. Archives of Mechanics (Archiwum Mechaniki Stosowanej)
Arch. Ration. Mech. Anal. = Archive for Rational Mechanics and Analysis
Archimedes = Archimedes: New Studies in the History and Philosophy of Science and Technology
Argum. Libr. = Argumentation Library
Ark. Mat. = Arkiv for Matematik
Arkhimedes = Arkhimedes
Ars Combin. = Ars Combinatoria
Artif. Intell. Ser. (Athens) = Artificial Intelligence Series (Athens)
Artificial Intelligence = Artificial Intelligence
Asia-Pac. J. Oper. Res. = Asia-Pacific Journal of Operational Research
Asian J. Math. = The Asian Journal of Mathematics
Asian Math. Ser. = Asian Mathematics Series
Aspects Math. = Aspects of Mathematics
Assiut Univ. J. Math. Comput. Sci. = Assiut University Journal of Mathematics and Computer Science
Asterisque = Asterisque
Astin Bull. = Astin Bulletin. The Journal of the ASTIN and AFIR Sections of the International Actuarial Association
Astron. Nachr. = Astronomische Nachrichten. Astronomical Notices
Astronom. Astrophys. Lib. = Astronomy and Astrophysics Library
Astrophys. Space Sci. Lib. = Astrophysics and Space Science Library
Asymptot. Anal. = Asymptotic Analysis
At. Opt. Plasma Phys. = Atomic, Optical, and Plasma Physics
Atti Accad. Ligure Sci. Lett. (6) = Atti della Accademia Ligure di Scienze e Lettere. Serie VI
Atti Accad. Naz. Lincei Cl. Sci. Fis. Mat. Natur. Rend. Lincei (9) Mat. Appl. = Atti della Accademia Nazionale dei Lincei. Classe di Scienze Fisiche, Matematiche e Naturali. Rendiconti Lincei. Serie IX. Matematica e Applicazioni
Atti Accad. Naz. Lincei Cl. Sci. Fis. Mat. Natur. Rend. Lincei (9) Suppl. = Atti della Accademia Nazionale dei Lincei. Classe di Scienze Fisiche, Matematiche e Naturali. Rendiconti Lincei. Serie IX. Supplemento
Atti Accad. Pontaniana (N.S.) = Atti della Accademia Pontaniana. Nuova Serie
Atti Accad. Sci. Lett. Arti Palermo Ser. (5) = Atti della Accademia di Scienze Lettere e Arti di Palermo. Serie Quinta
Atti Accad. Sci. Torino Cl. Sci. Fis. Mat. Natur. = Atti della Accademia delle Scienze di Torino. Classe di Scienze Fisiche, Matematiche e Naturali
Atti Semin. Mat. Fis. Univ. Modena Reggio Emilia = Atti del Seminario Matematico e Fisico dell' Universita di Modena e Reggio Emilia
Auctores Britannici Medii Aevi = Auctores Britannici Medii Aevi
Aust. J. Math. Anal. Appl. = The Australian Journal of Mathematical Analysis and Applications
Aust. N. Z. J. Stat. = Australian & New Zealand Journal of Statistics
Austral. Math. Soc. Gaz. = The Australian Mathematical Society. Gazette
Austral. Math. Soc. Lect. Ser. = Australian Mathematical Society Lecture Series
Australas. J. Combin. = The Australasian Journal of Combinatorics
Australas. J. Log. = The Australasian Journal of Logic
Australas. Stud. Hist. Philos. Sci. = Australasian Studies in History and Philosophy of Science
Autom. Remote Control = Automation and Remote Control
Automat. Comput. Appl. Math. = Automation Computers Applied Mathematics. Scientific Journal
Automatica J. IFAC = Automatica. A Journal of IFAC, the International Federation of Automatic Control
Avtomat. i Telemekh. = Rossiiskaya Akademiya Nauk. Avtomatika i Telemekhanika
BIT = BIT. Numerical Mathematics
BSG Proc. = BSG Proceedings
BSHM Bull. = BSHM Bulletin. Journal of the British Society for the History of Mathematics
Bad. Oper. Decyz. = Badania Operacyjne i Decyzje. Operations Research and Decisions
Balkan J. Geom. Appl. = Balkan Journal of Geometry and its Applications
Balkan Soc. Geom. Monogr. Textb. = Balkan Society of Geometers Monographs and Textbooks
Banach Center Publ. = Banach Center Publications
Basic Sci. J. Text. Univ. = Basic Sciences Journal of Textile Universities. Fangzhi Gaoxiao Jichu Kexue Xuebao
Bayer. Akad. Wiss. Math.-Natur. Kl. Abh. (N.F.) = Bayerische Akademie der Wissenschaften. Mathematisch-Naturwissenschaftliche Klasse. Abhandlungen. Neue Folge
Bayer. Akad. Wiss. Philos.-Hist. Kl. Sitzungsber. = Bayerische Akademie der Wissenschaften. Philosophisch-Historische Klasse. Sitzungsberichte
Bayesian Anal. = Bayesian Analysis
Bayreuth. Math. Schr. = Bayreuther Mathematische Schriften
Behaviormetrika = Behaviormetrika
Beijing Daxue Xuebao Ziran Kexue Ban = Beijing Daxue Xuebao. Ziran Kexue Ban. Acta Scientiarum Naturalium Universitatis Pekinensis
Beijing Shifan Daxue Xuebao = Beijing Shifan Daxue Xuebao. Ziran Kexue Ban. Journal of Beijing Normal University (Natural Science)
Beitrage Algebra Geom. = Beitrage zur Algebra und Geometrie. Contributions to Algebra and Geometry
Belfer Grad. Sch. Sci. Monogr. Ser. = Belfer Graduate School of Science Monographs Series
Ber. IZWR Interdiszip. Zent. Wiss. Rechn. = Berichte des IZWR. Interdisziplinares Zentrum fur Wissenschaftliches Rechnen
Ber. Wiss.gesch. = Berichte zur Wissenschaftsgeschichte
Berliner Studienreihe Math. = Berliner Studienreihe zur Mathematik
Bernoulli = Bernoulli. Official Journal of the Bernoulli Society for Mathematical Statistics and Probability
Between Mech. Archit. = Between Mechanics and Architecture
Bibl. Cult. Mod. = Biblioteca di Cultura Moderna
Bibl. Hist. Philos. = Bibliotheque d'Histoire de la Philosophie
Bibl. Iran. = Bibliotheque Iranienne
Bibl. Nuncius Studi Testi = Biblioteca di Nuncius: Studi e Testi
Bibl. Text. Philos. = Bibliotheque des Textes Philosophiques
Biocomputing = Biocomputing
Biol. Cybernet. = Biological Cybernetics
Biol. Med. Phys. Biomed. Eng. = Biological and Medical Physics, Biomedical Engineering
Biom. J. = Biometrical Journal. Methods. Applications. Case Studies. Regulatory Aspects. Reviews
Biometrics = Biometrics. Journal of the International Biometric Society
Biometrika = Biometrika
Biostatistics = Biostatistics
Blackwell Companions Contemp. Econ. = Blackwell Companions to Contemporary Economics
Blackwell Read. Contemp. Econ. = Blackwell Readings for Contemporary Economics
Blackwell Read. Philos. = Blackwell Readings in Philosophy
Boethius Texte Abh. Gesch. Math. Naturwiss. = Boethius: Texte und Abhandlungen zur Geschichte der Mathematik und der Naturwissenschaften
Bol. Acad. Nac. Cienc. (Cordoba) = Boletin de la Academia Nacional de Ciencias
Bol. Asoc. Mat. Venez. = Boletin de la Asociacion Matematica Venezolana
Bol. Mat. (N.S.) = Boletin de Matematicas. Nueva Serie
Bol. Soc. Estad. Investig. Oper. = Boletin de la Sociedad de Estadistica e Investigacion Operativa
Bol. Soc. Mat. Mexicana (3) = Sociedad Matematica Mexicana. Boletin. Tercera Serie
Bol. Soc. Parana. Mat. (3) = Boletim da Sociedade Paranaense de Matematica. 3rd Serie
Bol. Soc. Port. Mat. = Boletim da Sociedade Portuguesa de Matematica
